Country,Continent,Age Group,Gender,Platform,Request Type,Job Type,Referral Source,Inquiry Time,Date
Vietnam,Asia,18-25,Female,Desktop,Job Type Request,Software Engineer,Affiliate,07:36,2024-09-23
Sweden,Europe,26-35,Male,Desktop,Job Placement,DevOps Engineer,Direct Search,04:04,2024-03-26
Argentina,America,46-55,Female,Desktop,AI Assistance,,Word of Mouth,08:15,2025-01-04
Venezuela,America,56+,Male,Desktop,AI Assistance,,Ads,09:00,2024-07-21
Malaysia,Asia,46-55,Female,Desktop,Job Placement,Product Manager,Affiliate,04:19,2024-06-13
Switzerland,Europe,36-45,Male,Desktop,Job Placement,DevOps Engineer,Direct Search,18:50,2024-05-04
Vietnam,Asia,36-45,Female,Desktop,AI Assistance,,Affiliate,06:37,2024-10-06
Belgium,Europe,18-25,Other,Desktop,Demo Request,,Direct Search,09:53,2024-12-20
Morocco,Africa,46-55,Male,Tablet,Job Placement,Data Scientist,Word of Mouth,21:09,2025-01-01
Chile,America,18-25,Female,Tablet,Job Type Request,AI/ML Engineer,Direct Search,17:32,2024-12-20
Ecuador,America,18-25,Female,Tablet,Promotional Event,,Affiliate,20:58,2024-02-13
Egypt,Africa,36-45,Male,Tablet,Promotional Event,,Social Media,18:41,2024-12-12
Colombia,America,46-55,Male,Mobile,AI Assistance,,Word of Mouth,07:32,2025-01-17
Switzerland,Europe,36-45,Female,Desktop,Promotional Event,,Affiliate,04:22,2024-01-13
Canada,America,36-45,Female,Mobile,AI Assistance,,Ads,11:19,2024-06-24
Brazil,America,56+,Female,Desktop,Job Type Request,Software Engineer,Direct Search,23:44,2024-08-19
India,Asia,36-45,Male,Tablet,AI Assistance,,Social Media,10:41,2024-02-25
Italy,Europe,56+,Male,Tablet,Demo Request,,Word of Mouth,17:27,2024-08-24
Sweden,Europe,26-35,Male,Tablet,Job Type Request,Product Manager,Social Media,23:39,2024-04-11
Venezuela,America,46-55,Female,Mobile,Demo Request,,Ads,08:48,2024-12-26
Tanzania,Africa,18-25,Other,Mobile,Job Placement,DevOps Engineer,Ads,14:07,2024-05-14
Ecuador,America,36-45,Other,Desktop,Promotional Event,,Direct Search,18:07,2024-06-27
Thailand,Asia,56+,Male,Tablet,Job Placement,AI/ML Engineer,Affiliate,02:43,2024-03-09
India,Asia,26-35,Female,Mobile,Demo Request,,Word of Mouth,22:09,2024-09-18
Chile,America,56+,Male,Tablet,Job Type Request,Product Manager,Ads,15:40,2024-10-02
Belgium,Europe,26-35,Female,Desktop,Demo Request,,Ads,10:53,2024-08-18
Ethiopia,Africa,18-25,Female,Mobile,Demo Request,,Direct Search,17:32,2024-11-30
Chile,America,46-55,Female,Tablet,Job Type Request,Product Manager,Ads,02:36,2024-01-16
Spain,Europe,18-25,Female,Mobile,Promotional Event,,Word of Mouth,05:49,2024-08-22
Ecuador,America,56+,Male,Tablet,AI Assistance,,Word of Mouth,17:52,2024-07-06
Uganda,Africa,56+,Male,Desktop,AI Assistance,,Ads,09:55,2024-01-17
Argentina,America,36-45,Male,Desktop,AI Assistance,,Ads,06:51,2025-01-12
Malaysia,Asia,46-55,Male,Tablet,Demo Request,,Ads,06:51,2024-01-31
Pakistan,Asia,36-45,Other,Tablet,Demo Request,,Word of Mouth,22:18,2024-05-28
Pakistan,Asia,18-25,Male,Desktop,AI Assistance,,Word of Mouth,20:08,2024-12-25
Italy,Europe,26-35,Other,Desktop,Demo Request,,Direct Search,15:09,2024-10-22
Vietnam,Asia,46-55,Female,Mobile,AI Assistance,,Direct Search,16:47,2024-05-22
Thailand,Asia,46-55,Female,Tablet,AI Assistance,,Social Media,23:29,2024-11-21
India,Asia,56+,Female,Mobile,Job Type Request,Data Scientist,Direct Search,08:20,2025-02-28
Saudi Arabia,Asia,56+,Other,Mobile,Promotional Event,,Direct Search,10:57,2024-12-15
Nigeria,Africa,18-25,Other,Desktop,AI Assistance,,Social Media,05:28,2024-08-21
Morocco,Africa,26-35,Other,Mobile,Job Placement,Data Scientist,Word of Mouth,02:41,2024-07-03
India,Asia,36-45,Other,Tablet,Demo Request,,Social Media,12:40,2024-06-05
Sweden,Europe,18-25,Other,Mobile,AI Assistance,,Ads,15:04,2024-03-08
Belgium,Europe,46-55,Male,Mobile,Job Placement,Software Engineer,Direct Search,22:08,2024-09-01
Egypt,Africa,46-55,Male,Tablet,AI Assistance,,Social Media,10:23,2024-06-02
Sweden,Europe,26-35,Other,Tablet,Demo Request,,Social Media,16:36,2024-01-05
Switzerland,Europe,36-45,Other,Mobile,Demo Request,,Direct Search,19:43,2024-08-14
France,Europe,18-25,Male,Mobile,Promotional Event,,Direct Search,11:27,2024-06-10
Italy,Europe,36-45,Other,Mobile,Demo Request,,Affiliate,19:38,2025-01-04
China,Asia,36-45,Male,Tablet,Promotional Event,,Affiliate,06:47,2024-07-19
China,Asia,26-35,Female,Desktop,AI Assistance,,Ads,15:40,2024-10-31
Algeria,Africa,18-25,Female,Desktop,Demo Request,,Direct Search,18:26,2024-07-06
Switzerland,Europe,18-25,Male,Tablet,AI Assistance,,Social Media,08:13,2024-01-21
Morocco,Africa,56+,Female,Tablet,Promotional Event,,Direct Search,13:44,2024-07-24
Algeria,Africa,56+,Other,Mobile,Job Placement,Software Engineer,Word of Mouth,02:32,2024-04-14
Belgium,Europe,36-45,Female,Tablet,AI Assistance,,Word of Mouth,22:27,2025-01-08
Germany,Europe,26-35,Male,Desktop,AI Assistance,,Direct Search,19:38,2024-01-29
Japan,Asia,18-25,Male,Tablet,Demo Request,,Social Media,05:31,2024-06-26
Japan,Asia,36-45,Male,Tablet,Job Placement,Software Engineer,Social Media,10:51,2024-08-07
Pakistan,Asia,18-25,Female,Tablet,Promotional Event,,Social Media,15:29,2024-09-18
China,Asia,46-55,Other,Mobile,Job Placement,Data Scientist,Word of Mouth,03:57,2024-10-20
Egypt,Africa,56+,Male,Mobile,AI Assistance,,Ads,01:30,2024-07-05
Mexico,America,26-35,Male,Tablet,Job Type Request,Data Scientist,Word of Mouth,07:26,2025-01-03
Indonesia,Asia,18-25,Other,Desktop,AI Assistance,,Affiliate,21:57,2024-01-27
Italy,Europe,56+,Male,Desktop,AI Assistance,,Direct Search,09:49,2024-06-08
India,Asia,56+,Female,Mobile,Job Placement,Data Scientist,Word of Mouth,18:50,2024-06-04
Switzerland,Europe,36-45,Other,Desktop,Demo Request,,Affiliate,07:09,2024-01-04
United States,America,26-35,Other,Desktop,AI Assistance,,Word of Mouth,00:48,2024-12-02
Argentina,America,18-25,Male,Tablet,Demo Request,,Direct Search,15:03,2024-03-13
India,Asia,18-25,Male,Tablet,Job Type Request,DevOps Engineer,Direct Search,23:05,2024-10-24
Algeria,Africa,26-35,Other,Desktop,AI Assistance,,Affiliate,18:03,2024-08-10
Italy,Europe,36-45,Female,Desktop,Job Type Request,DevOps Engineer,Word of Mouth,14:17,2024-04-29
Egypt,Africa,26-35,Other,Mobile,Demo Request,,Social Media,05:28,2024-08-26
Vietnam,Asia,18-25,Other,Desktop,Demo Request,,Direct Search,09:29,2024-05-15
South Africa,Africa,26-35,Other,Desktop,Promotional Event,,Social Media,06:53,2024-06-16
France,Europe,26-35,Female,Desktop,Promotional Event,,Social Media,21:19,2024-05-13
Germany,Europe,46-55,Female,Tablet,Promotional Event,,Ads,03:29,2024-02-22
France,Europe,18-25,Male,Mobile,Demo Request,,Ads,12:23,2024-12-17
Tanzania,Africa,56+,Female,Mobile,AI Assistance,,Social Media,06:57,2024-11-26
Mexico,America,18-25,Female,Mobile,AI Assistance,,Direct Search,01:10,2024-10-20
Chile,America,46-55,Male,Desktop,Job Type Request,Data Scientist,Word of Mouth,06:58,2024-04-05
Indonesia,Asia,46-55,Male,Mobile,Promotional Event,,Affiliate,19:15,2024-11-27
Thailand,Asia,46-55,Other,Desktop,AI Assistance,,Social Media,08:24,2024-03-11
Brazil,America,56+,Male,Tablet,Promotional Event,,Social Media,12:50,2024-12-31
Thailand,Asia,56+,Female,Desktop,Promotional Event,,Affiliate,10:24,2024-05-18
Germany,Europe,36-45,Other,Mobile,AI Assistance,,Word of Mouth,01:51,2024-08-29
Malaysia,Asia,26-35,Male,Mobile,Demo Request,,Ads,08:34,2025-02-21
Egypt,Africa,56+,Female,Desktop,Demo Request,,Ads,07:37,2024-06-11
Malaysia,Asia,18-25,Other,Tablet,Job Placement,AI/ML Engineer,Affiliate,04:36,2024-04-06
Ecuador,America,36-45,Male,Desktop,AI Assistance,,Social Media,01:14,2024-11-04
Germany,Europe,56+,Female,Mobile,Job Placement,AI/ML Engineer,Ads,04:21,2025-01-02
Netherlands,Europe,18-25,Male,Mobile,Promotional Event,,Ads,03:54,2024-09-26
India,Asia,36-45,Other,Tablet,Job Type Request,AI/ML Engineer,Social Media,10:19,2024-06-14
United Kingdom,Europe,46-55,Other,Desktop,Job Placement,Data Scientist,Affiliate,22:56,2024-11-10
South Korea,Asia,56+,Male,Desktop,Job Placement,DevOps Engineer,Ads,05:46,2024-01-01
Venezuela,America,18-25,Male,Tablet,Job Placement,AI/ML Engineer,Ads,20:36,2024-02-23
Mexico,America,36-45,Other,Mobile,Demo Request,,Word of Mouth,10:10,2024-11-21
Ethiopia,Africa,46-55,Male,Desktop,Demo Request,,Ads,22:04,2024-06-28
India,Asia,18-25,Male,Desktop,Job Type Request,Product Manager,Ads,13:31,2024-07-12
Pakistan,Asia,46-55,Male,Desktop,Promotional Event,,Ads,05:28,2024-02-07
Ghana,Africa,18-25,Female,Desktop,AI Assistance,,Social Media,10:10,2024-07-11
France,Europe,56+,Male,Desktop,Promotional Event,,Affiliate,15:45,2024-01-16
Mexico,America,56+,Female,Mobile,AI Assistance,,Social Media,10:13,2024-04-07
Ecuador,America,56+,Female,Tablet,Job Placement,DevOps Engineer,Ads,03:03,2024-07-20
Mexico,America,18-25,Female,Mobile,Job Type Request,Software Engineer,Word of Mouth,21:40,2024-11-03
Brazil,America,18-25,Male,Mobile,Demo Request,,Word of Mouth,02:30,2024-02-29
Vietnam,Asia,46-55,Female,Tablet,Job Placement,Software Engineer,Affiliate,12:11,2024-07-08
Colombia,America,26-35,Female,Mobile,Job Placement,Product Manager,Direct Search,08:14,2024-05-17
Kenya,Africa,18-25,Male,Tablet,Job Placement,AI/ML Engineer,Direct Search,18:14,2024-10-10
Morocco,Africa,56+,Female,Tablet,Job Type Request,AI/ML Engineer,Ads,15:19,2024-02-10
United States,America,56+,Other,Tablet,Promotional Event,,Affiliate,04:07,2025-01-22
Mexico,America,26-35,Male,Mobile,Demo Request,,Social Media,13:05,2024-12-15
Brazil,America,26-35,Other,Desktop,Job Placement,Software Engineer,Social Media,12:35,2024-07-22
Indonesia,Asia,56+,Female,Mobile,Promotional Event,,Affiliate,16:50,2024-08-02
Morocco,Africa,26-35,Male,Tablet,Promotional Event,,Affiliate,03:59,2024-02-24
Ghana,Africa,56+,Female,Desktop,Job Placement,Product Manager,Direct Search,18:38,2024-08-30
Kenya,Africa,36-45,Female,Mobile,Promotional Event,,Affiliate,21:44,2024-07-24
Morocco,Africa,36-45,Other,Mobile,AI Assistance,,Direct Search,08:57,2024-07-09
Ethiopia,Africa,36-45,Female,Desktop,Job Type Request,Software Engineer,Ads,04:19,2025-01-15
Colombia,America,36-45,Other,Desktop,Promotional Event,,Social Media,06:28,2024-04-18
Peru,America,56+,Female,Mobile,Promotional Event,,Ads,02:19,2024-12-29
Mexico,America,56+,Other,Mobile,Demo Request,,Ads,06:53,2024-01-30
Germany,Europe,46-55,Male,Desktop,Demo Request,,Word of Mouth,11:52,2024-08-25
Canada,America,18-25,Male,Desktop,Job Type Request,AI/ML Engineer,Direct Search,05:55,2024-08-30
Saudi Arabia,Asia,26-35,Female,Tablet,AI Assistance,,Word of Mouth,00:24,2024-01-26
Norway,Europe,26-35,Male,Tablet,Demo Request,,Ads,08:41,2024-07-28
Nigeria,Africa,46-55,Male,Tablet,Demo Request,,Affiliate,00:14,2024-05-09
Indonesia,Asia,46-55,Female,Desktop,Job Type Request,DevOps Engineer,Ads,14:19,2024-12-12
Venezuela,America,18-25,Male,Tablet,Job Placement,AI/ML Engineer,Affiliate,19:18,2024-06-01
Uganda,Africa,18-25,Female,Desktop,Job Placement,DevOps Engineer,Word of Mouth,20:45,2024-11-29
South Korea,Asia,26-35,Other,Mobile,AI Assistance,,Affiliate,12:42,2024-06-12
Germany,Europe,46-55,Female,Desktop,Job Type Request,Product Manager,Direct Search,23:02,2024-10-25
Netherlands,Europe,26-35,Other,Tablet,Job Type Request,DevOps Engineer,Affiliate,09:54,2024-03-28
Spain,Europe,18-25,Female,Mobile,Job Placement,AI/ML Engineer,Ads,21:57,2024-06-20
Egypt,Africa,36-45,Male,Tablet,Job Placement,Product Manager,Word of Mouth,11:16,2024-10-26
Thailand,Asia,18-25,Female,Mobile,Promotional Event,,Affiliate,19:04,2024-08-29
Belgium,Europe,18-25,Other,Desktop,Promotional Event,,Word of Mouth,13:03,2024-03-18
Italy,Europe,36-45,Female,Tablet,Job Type Request,Data Scientist,Word of Mouth,22:11,2025-02-02
Uganda,Africa,36-45,Other,Mobile,Job Placement,Software Engineer,Social Media,14:17,2024-04-17
Norway,Europe,26-35,Female,Mobile,Demo Request,,Affiliate,13:40,2024-08-07
Chile,America,46-55,Female,Mobile,AI Assistance,,Affiliate,06:46,2024-07-10
Ethiopia,Africa,56+,Male,Mobile,AI Assistance,,Ads,07:44,2024-06-25
Japan,Asia,18-25,Female,Tablet,Promotional Event,,Word of Mouth,05:04,2025-02-25
Ghana,Africa,36-45,Female,Tablet,Promotional Event,,Affiliate,16:21,2024-08-10
Netherlands,Europe,46-55,Female,Mobile,Demo Request,,Direct Search,00:14,2024-04-24
Italy,Europe,18-25,Other,Tablet,Demo Request,,Social Media,11:45,2024-11-29
Morocco,Africa,36-45,Other,Tablet,AI Assistance,,Affiliate,01:42,2024-02-25
Nigeria,Africa,18-25,Female,Desktop,Job Type Request,Software Engineer,Affiliate,08:30,2024-12-25
Italy,Europe,18-25,Female,Desktop,AI Assistance,,Affiliate,08:39,2024-11-06
Sweden,Europe,18-25,Other,Tablet,Promotional Event,,Social Media,09:07,2025-02-05
Uganda,Africa,26-35,Other,Mobile,Job Placement,AI/ML Engineer,Ads,11:45,2024-07-28
Japan,Asia,18-25,Other,Desktop,Demo Request,,Direct Search,10:15,2024-01-02
South Africa,Africa,18-25,Other,Tablet,Job Type Request,Data Scientist,Social Media,16:04,2025-01-05
Ghana,Africa,26-35,Female,Desktop,Job Placement,Product Manager,Social Media,03:52,2024-03-30
Ghana,Africa,36-45,Other,Desktop,Job Type Request,Software Engineer,Social Media,01:00,2024-03-11
Netherlands,Europe,36-45,Female,Tablet,Job Placement,Software Engineer,Word of Mouth,10:11,2024-02-28
Chile,America,46-55,Female,Desktop,Job Type Request,Product Manager,Ads,03:08,2024-12-22
Kenya,Africa,18-25,Female,Tablet,Job Type Request,AI/ML Engineer,Direct Search,05:39,2024-07-13
Malaysia,Asia,18-25,Other,Tablet,Demo Request,,Direct Search,15:07,2024-07-29
United States,America,18-25,Female,Tablet,Job Placement,Software Engineer,Affiliate,23:36,2025-01-05
Netherlands,Europe,56+,Other,Tablet,Promotional Event,,Social Media,13:42,2025-01-07
Switzerland,Europe,36-45,Other,Tablet,Job Type Request,Data Scientist,Affiliate,19:03,2024-01-06
Belgium,Europe,46-55,Female,Mobile,AI Assistance,,Direct Search,10:15,2024-06-18
China,Asia,56+,Male,Tablet,Job Type Request,Product Manager,Ads,02:29,2024-08-15
Canada,America,46-55,Female,Desktop,AI Assistance,,Direct Search,23:41,2024-01-10
Morocco,Africa,46-55,Male,Tablet,Promotional Event,,Social Media,02:50,2024-11-05
Pakistan,Asia,56+,Male,Tablet,Job Type Request,DevOps Engineer,Word of Mouth,01:52,2024-04-24
Colombia,America,56+,Other,Tablet,Job Type Request,DevOps Engineer,Direct Search,03:06,2025-01-23
Germany,Europe,36-45,Female,Tablet,Job Placement,AI/ML Engineer,Affiliate,11:44,2024-02-24
Kenya,Africa,46-55,Male,Tablet,Job Type Request,Software Engineer,Word of Mouth,19:12,2024-04-06
Morocco,Africa,26-35,Female,Mobile,Job Placement,Software Engineer,Direct Search,01:59,2024-11-20
Uganda,Africa,46-55,Other,Tablet,Promotional Event,,Ads,15:00,2024-09-28
Algeria,Africa,46-55,Other,Desktop,Promotional Event,,Ads,22:37,2024-03-29
France,Europe,46-55,Other,Tablet,Promotional Event,,Word of Mouth,16:56,2024-07-15
Venezuela,America,26-35,Female,Desktop,Job Placement,DevOps Engineer,Direct Search,04:08,2024-07-30
Pakistan,Asia,36-45,Other,Tablet,Promotional Event,,Ads,06:13,2024-11-15
Saudi Arabia,Asia,26-35,Other,Tablet,Demo Request,,Affiliate,17:44,2024-11-22
India,Asia,36-45,Other,Desktop,Promotional Event,,Affiliate,21:45,2024-08-01
Vietnam,Asia,18-25,Other,Mobile,AI Assistance,,Direct Search,04:03,2024-12-09
Egypt,Africa,36-45,Male,Desktop,Job Placement,Data Scientist,Social Media,22:50,2024-05-31
Belgium,Europe,18-25,Female,Desktop,AI Assistance,,Affiliate,21:47,2024-10-14
Belgium,Europe,46-55,Male,Tablet,Job Placement,Software Engineer,Direct Search,12:26,2025-02-07
Pakistan,Asia,18-25,Male,Tablet,Job Placement,Data Scientist,Affiliate,14:53,2024-04-25
Malaysia,Asia,56+,Other,Tablet,Demo Request,,Ads,09:28,2024-03-31
Kenya,Africa,26-35,Other,Tablet,AI Assistance,,Direct Search,01:27,2024-05-22
Japan,Asia,26-35,Other,Desktop,AI Assistance,,Word of Mouth,14:45,2024-03-20
Kenya,Africa,36-45,Other,Mobile,Promotional Event,,Word of Mouth,15:50,2024-10-20
India,Asia,36-45,Other,Mobile,Demo Request,,Affiliate,02:50,2024-09-15
Sweden,Europe,56+,Other,Desktop,AI Assistance,,Word of Mouth,07:56,2024-04-19
Saudi Arabia,Asia,36-45,Female,Mobile,Promotional Event,,Affiliate,15:35,2025-02-25
South Africa,Africa,36-45,Female,Mobile,Promotional Event,,Affiliate,07:02,2024-12-15
Vietnam,Asia,18-25,Female,Desktop,Promotional Event,,Word of Mouth,00:58,2024-09-21
Pakistan,Asia,56+,Female,Desktop,AI Assistance,,Word of Mouth,20:12,2024-06-13
South Africa,Africa,26-35,Other,Tablet,AI Assistance,,Social Media,06:42,2024-11-18
Sweden,Europe,18-25,Male,Tablet,Job Type Request,Software Engineer,Ads,00:29,2025-01-02
China,Asia,18-25,Male,Mobile,Demo Request,,Word of Mouth,17:04,2024-10-21
Spain,Europe,46-55,Female,Desktop,Job Type Request,Product Manager,Word of Mouth,00:24,2024-12-10
Algeria,Africa,18-25,Other,Tablet,Promotional Event,,Social Media,23:37,2024-01-24
Ethiopia,Africa,56+,Male,Desktop,Job Placement,AI/ML Engineer,Social Media,09:48,2024-08-12
Chile,America,18-25,Female,Mobile,Promotional Event,,Ads,04:47,2024-07-19
Japan,Asia,36-45,Other,Tablet,Job Placement,Software Engineer,Affiliate,17:09,2024-03-04
Nigeria,Africa,56+,Other,Desktop,Promotional Event,,Affiliate,02:19,2024-04-17
South Korea,Asia,46-55,Other,Tablet,Demo Request,,Ads,05:14,2024-11-11
South Korea,Asia,18-25,Male,Tablet,Promotional Event,,Social Media,17:29,2024-11-26
Ghana,Africa,18-25,Female,Mobile,Demo Request,,Affiliate,15:21,2024-07-01
Italy,Europe,18-25,Female,Tablet,AI Assistance,,Ads,10:31,2024-08-18
Malaysia,Asia,36-45,Other,Tablet,Demo Request,,Affiliate,18:23,2025-02-17
Vietnam,Asia,26-35,Male,Desktop,Demo Request,,Ads,22:47,2024-11-24
Argentina,America,36-45,Male,Tablet,Job Placement,Product Manager,Direct Search,14:22,2025-01-31
Thailand,Asia,56+,Male,Mobile,Promotional Event,,Social Media,08:54,2025-02-27
Belgium,Europe,26-35,Female,Tablet,AI Assistance,,Social Media,00:54,2024-09-16
Tanzania,Africa,56+,Female,Tablet,Demo Request,,Social Media,17:16,2024-10-05
Mexico,America,36-45,Female,Mobile,Promotional Event,,Word of Mouth,04:29,2024-09-13
Morocco,Africa,36-45,Other,Mobile,Demo Request,,Affiliate,21:10,2025-01-22
Switzerland,Europe,26-35,Male,Tablet,Promotional Event,,Ads,23:46,2024-09-04
China,Asia,26-35,Female,Mobile,AI Assistance,,Word of Mouth,11:14,2024-01-22
Belgium,Europe,36-45,Female,Desktop,Job Type Request,Software Engineer,Social Media,20:20,2024-02-22
Indonesia,Asia,56+,Other,Tablet,Demo Request,,Direct Search,20:24,2024-07-06
Algeria,Africa,36-45,Female,Mobile,Promotional Event,,Direct Search,11:52,2024-06-25
Peru,America,56+,Male,Tablet,Demo Request,,Direct Search,05:14,2024-02-09
South Korea,Asia,26-35,Male,Mobile,Job Placement,AI/ML Engineer,Social Media,21:14,2024-07-31
India,Asia,46-55,Other,Desktop,Job Type Request,Data Scientist,Affiliate,05:41,2024-07-29
Egypt,Africa,18-25,Male,Tablet,Promotional Event,,Ads,04:40,2024-09-19
Tanzania,Africa,26-35,Male,Mobile,Job Placement,Data Scientist,Affiliate,12:38,2024-10-15
Ghana,Africa,18-25,Male,Desktop,Promotional Event,,Direct Search,15:10,2024-04-22
Venezuela,America,26-35,Other,Mobile,Promotional Event,,Affiliate,08:10,2025-01-05
Thailand,Asia,56+,Other,Mobile,Demo Request,,Direct Search,12:08,2024-02-25
Egypt,Africa,56+,Other,Tablet,Job Type Request,Data Scientist,Affiliate,03:11,2024-08-31
Algeria,Africa,56+,Male,Mobile,Job Type Request,Data Scientist,Affiliate,17:52,2024-01-01
Ecuador,America,46-55,Female,Mobile,Promotional Event,,Direct Search,07:51,2024-09-03
Colombia,America,56+,Other,Tablet,Promotional Event,,Social Media,13:08,2024-05-10
Brazil,America,18-25,Female,Tablet,Promotional Event,,Direct Search,08:12,2024-01-03
Tanzania,Africa,56+,Male,Tablet,AI Assistance,,Direct Search,20:13,2024-12-18
Vietnam,Asia,36-45,Male,Mobile,Job Type Request,AI/ML Engineer,Word of Mouth,08:54,2024-10-01
Venezuela,America,36-45,Other,Desktop,Job Type Request,Data Scientist,Direct Search,17:50,2024-10-12
Mexico,America,36-45,Other,Tablet,Job Type Request,DevOps Engineer,Word of Mouth,18:22,2025-01-31
